100,3
200,7
300,9
400,12
500,16
600,19
700,21
800,25
900,29
1000,34
1100,34
1200,35
1300,49
1400,49
1500,43
1600,57
1700,50
1800,51
1900,55
2000,56
2100,56
2200,58
2300,61
2400,67
2500,66
2600,70
2700,73
2800,79
2900,80
3000,82
3100,90
3200,89
3300,89
3400,94
3500,100
3600,108
3700,102
3800,103
3900,108
4000,109
4100,114
4200,114
4300,122
4400,128
4500,126
4600,130
4700,125
4800,133
4900,140
5000,139
5100,138
5200,147
5300,142
5400,147
5500,156
5600,153
5700,161
5800,165
5900,159
6000,170
6100,165
6200,164
6300,173
6400,173
6500,180
6600,179
6700,190
6800,187
6900,200
7000,197
7100,192
7200,203
7300,208
7400,200
7500,203
7600,219
7700,213
7800,208
7900,212
8000,214
8100,217
8200,229
8300,220
8400,224
8500,228
8600,233
8700,233
8800,236
8900,241
9000,245
9100,250
9200,252
9300,252
9400,251
9500,252
9600,267
9700,265
9800,266
9900,276
