100,7
200,20
300,15
400,19
500,23
600,27
700,32
800,38
900,51
1000,47
1100,48
1200,52
1300,56
1400,63
1500,66
1600,74
1700,72
1800,78
1900,87
2000,91
2100,91
2200,96
2300,100
2400,104
2500,111
2600,114
2700,117
2800,132
2900,126
3000,132
3100,139
3200,142
3300,144
3400,149
3500,166
3600,157
3700,162
3800,176
3900,173
4000,177
4100,185
4200,196
4300,194
4400,190
4500,193
4600,207
4700,217
4800,211
4900,226
5000,218
5100,243
5200,228
5300,235
5400,246
5500,240
5600,244
5700,256
5800,257
5900,259
6000,265
6100,274
6200,279
6300,272
6400,282
6500,279
6600,295
6700,294
6800,305
6900,332
7000,305
7100,314
7200,323
7300,327
7400,343
7500,340
7600,344
7700,349
7800,348
7900,355
8000,360
8100,358
8200,370
8300,378
8400,380
8500,376
8600,384
8700,383
8800,390
8900,400
9000,399
9100,395
9200,407
9300,418
9400,418
9500,418
9600,426
9700,435
9800,425
9900,437
