10000,128
20000,234
30000,348
40000,461
50000,575
60000,661
70000,811
80000,905
90000,1000
100000,1113
110000,1205
120000,1355
130000,1625
140000,1596
150000,1693
160000,1792
170000,1882
180000,2009
190000,2151
200000,2248
210000,2386
220000,2476
230000,2577
240000,2726
250000,2794
260000,2892
270000,3124
280000,3184
290000,3331
300000,3457
310000,3526
320000,3597
330000,3767
340000,3964
350000,3952
360000,4064
370000,4142
380000,4346
390000,4371
400000,4455
410000,4606
420000,4774
430000,4863
440000,4911
450000,5073
460000,5135
470000,5360
480000,5405
490000,5606
500000,5676
510000,5722
520000,5947
530000,5937
540000,6083
550000,6205
560000,6305
570000,6450
580000,6560
590000,6732
600000,6723
610000,6813
620000,7038
630000,7414
640000,7312
650000,7389
660000,7628
670000,7587
680000,7803
690000,7753
700000,7915
710000,8012
720000,8079
730000,8423
740000,8339
750000,8603
760000,8745
770000,8605
780000,8929
790000,9044
800000,9180
810000,9245
820000,9805
830000,10991
840000,11071
850000,10797
860000,10281
870000,10588
880000,10555
890000,10326
900000,10373
910000,10484
920000,10628
930000,10605
940000,10949
950000,10815
960000,11158
970000,10951
980000,11283
990000,11348
