10000,234
20000,471
30000,677
40000,897
50000,1136
60000,1417
70000,1605
80000,1809
90000,2048
100000,2282
110000,2481
120000,2693
130000,2917
140000,3108
150000,3427
160000,3614
170000,3759
180000,4111
190000,4288
200000,4533
210000,4701
220000,5009
230000,5198
240000,5364
250000,5795
260000,6121
270000,6130
280000,6396
290000,6643
300000,6888
310000,7132
320000,7231
330000,7544
340000,7864
350000,7968
360000,8237
370000,8596
380000,8501
390000,9041
400000,9214
410000,9354
420000,9701
430000,9792
440000,10013
450000,10247
460000,10655
470000,10669
480000,11080
490000,11156
500000,11552
510000,11773
520000,11999
530000,12203
540000,12274
550000,12572
560000,12789
570000,12995
580000,13362
590000,13586
600000,13633
610000,13858
620000,14211
630000,14458
640000,14762
650000,14888
660000,15010
670000,15275
680000,15792
690000,15872
700000,16207
710000,16121
720000,16545
730000,16685
740000,17571
750000,17310
760000,17504
770000,17590
780000,17789
790000,18023
800000,18215
810000,18647
820000,18729
830000,18790
840000,19387
850000,19327
860000,19863
870000,20166
880000,20543
890000,20327
900000,20608
910000,20882
920000,20888
930000,21362
940000,21623
950000,21581
960000,22064
970000,22287
980000,22438
990000,22666
