100,2943
110,3439
120,3200
132,3589
145,3518
158,3727
174,3130
191,3319
209,3447
229,3200
251,3298
275,3733
302,4120
331,3548
363,3846
398,3870
437,4047
479,3686
525,4536
575,4699
631,4386
692,4609
759,4503
832,4051
912,4539
1000,4360
1096,4964
1202,4877
1318,4647
1445,4675
1585,5049
1738,4851
1905,4975
2089,5131
2291,5649
2512,5343
2754,5129
3020,5517
3311,5426
3631,6056
3981,5716
4365,6036
4786,6099
5248,6208
5754,6229
6310,5984
6918,5860
7586,6284
8318,6569
9120,6636
10000,7057
10965,7102
12023,7023
13183,6789
14454,6811
15849,6769
17378,6907
19055,7926
20893,7088
22909,6959
25119,7452
27542,6978
30200,7087
33113,7910
36308,8080
39811,7926
43652,7538
47863,7910
52481,7332
57544,7556
63096,7595
69183,7989
75858,8841
83176,8044
91201,8545
100000,8421
109648,8538
120226,8429
131826,9868
144544,8499
158489,8686
173780,8748
190546,9330
208930,8831
229087,8747
251189,8846
275423,9936
301995,10351
331131,10043
363078,9875
398107,9330
436516,9489
478630,9713
524807,9713
575440,10080
630957,10430
691831,9918
758578,10021
831764,9803
912011,9982
